record_id,date,time,hour_of_day,day_of_week,month,city,state,road_type,road_surface_condition,road_width_meters,number_of_lanes,speed_limit_kmh,average_speed_kmh,weather_condition,temperature_celsius,humidity_percent,visibility_km,traffic_density,light_condition,signal_present,road_divider_present,vehicle_type_involved,vehicles_involved,pedestrians_nearby,accident_type,risk_score,severity_level,accident_occurred
IND-2022-0909,2022-02-21,09:54,9,Mon,2,Mumbai,Maharashtra,Urban Road,Wet,7.9,2,100,121,Clear,25.7,77,3.1,0.55,Daylight,1,1,Truck,3,5,Multiple Vehicle,40,Medium,0
IND-2022-0910,2022-01-24,11:14,11,Mon,1,Chennai,Tamil Nadu,Urban Road,Potholed,4.7,6,100,90,Rain,16.5,79,4.4,0.35,Dawn/Dusk,1,0,Car,4,5,Multiple Vehicle,45,Medium,0
IND-2022-0911,2022-02-20,15:27,15,Sun,2,Bangalore,Karnataka,Urban Road,Potholed,9.9,5,40,40,Fog,24.9,50,6.8,0.52,Daylight,1,1,Truck,1,20,Hit and Run,35,Medium,0
IND-2022-0912,2022-12-05,09:37,9,Mon,12,Bangalore,Karnataka,Expressway,Flooded,9.7,5,100,80,Haze,31.4,70,9,0.17,Daylight,0,1,Car,5,38,Pedestrian Hit,55,High,1
IND-2022-0913,2022-08-20,16:00,16,Sat,8,Hyderabad,Telangana,State Highway,Dry,4.8,6,120,135,Rain,11.7,62,1.6,0.61,Daylight,1,0,Auto Rickshaw,5,26,Pedestrian Hit,48,Medium,1
IND-2023-0914,2023-08-08,12:02,12,Tue,8,Thiruvananthapuram,Kerala,National Highway,Dry,7.8,3,60,51,Rain,16.7,100,5.3,0.91,No Light,1,0,Auto Rickshaw,6,50,Side Collision,55,High,1
IND-2022-0915,2022-02-13,15:38,15,Sun,2,Bangalore,Karnataka,Urban Road,Under Construction,11.7,2,100,108,Clear,15,65,8.3,0.61,Daylight,1,1,Car,1,8,Multiple Vehicle,30,Medium,0
IND-2022-0916,2022-12-05,12:25,12,Mon,12,Chennai,Tamil Nadu,Urban Road,Under Construction,7.3,3,60,82,Rain,17.6,28,5.8,0.17,Partial Light,0,1,Motorcycle,3,45,Hit and Run,60,High,1
IND-2022-0917,2022-03-28,09:19,9,Mon,3,Chennai,Tamil Nadu,Ring Road,Wet,6.8,3,40,30,Clear,35.9,24,9.3,0.47,Daylight,0,1,Car,2,12,Multiple Vehicle,30,Medium,0
IND-2023-0918,2023-04-07,21:09,21,Fri,4,Bangalore,Karnataka,Urban Road,Potholed,12.9,5,120,150,Haze,37.7,60,0.5,0.85,Street Light,1,1,Motorcycle,6,45,Rear-End Collision,75,Critical,1
IND-2023-0919,2023-11-01,18:17,18,Wed,11,Coimbatore,Tamil Nadu,Rural Road,Wet,11.8,3,50,37,Clear,21.1,39,2.2,0.13,Partial Light,0,0,Car,2,34,Side Collision,48,Medium,1
IND-2022-0920,2022-12-13,07:56,7,Tue,12,Hyderabad,Telangana,Rural Road,Potholed,4.9,4,40,30,Clear,37.8,21,1.7,0.57,No Light,0,0,Auto Rickshaw,2,1,Rollover,48,Medium,0
IND-2022-0921,2022-01-23,20:17,20,Sun,1,Mumbai,Maharashtra,State Highway,Wet,11.6,5,100,132,Clear,38.6,76,3.8,0.8,Daylight,1,1,Motorcycle,4,9,Rollover,55,High,1
IND-2022-0922,2022-08-04,13:29,13,Thu,8,Ahmedabad,Gujarat,Ring Road,Dry,9.2,4,120,96,Clear,17.6,36,2.5,0.54,Daylight,0,0,Motorcycle,1,8,Head-On Collision,13,Low,0
IND-2022-0923,2022-06-17,20:38,20,Fri,6,Surat,Gujarat,National Highway,Dry,10.2,4,100,93,Fog,29.1,33,6.7,0.85,Daylight,1,1,Bus,4,41,Multiple Vehicle,45,Medium,1
IND-2022-0924,2022-07-07,18:48,18,Thu,7,Patna,Bihar,National Highway,Dry,6.8,1,60,43,Heavy Rain,21.9,28,6.4,0.71,Street Light,1,1,Motorcycle,2,9,Multiple Vehicle,40,Medium,1
IND-2023-0925,2023-12-31,12:44,12,Sun,12,Kolkata,West Bengal,Urban Road,Potholed,4.4,1,100,75,Clear,37.8,32,9.4,0.62,Partial Light,0,1,Bus,2,5,Rear-End Collision,25,Medium,0
IND-2023-0926,2023-09-21,02:38,2,Thu,9,Pune,Maharashtra,Ring Road,Slippery,7.2,5,120,151,Clear,32,48,0.6,0.36,Daylight,1,1,Auto Rickshaw,5,9,Side Collision,70,High,1
IND-2022-0927,2022-04-23,09:54,9,Sat,4,Bangalore,Karnataka,National Highway,Dry,4.7,2,50,39,Rain,10.8,57,2,0.6,Street Light,1,1,Truck,2,9,Pedestrian Hit,28,Medium,0
IND-2022-0928,2022-07-19,14:01,14,Tue,7,Vadodara,Gujarat,National Highway,Wet,9.8,3,50,42,Haze,20.7,86,8.4,0.89,Daylight,0,1,Mixed,4,32,Single Vehicle,60,High,1
IND-2022-0929,2022-01-11,16:20,16,Tue,1,Nagpur,Maharashtra,Urban Road,Dry,13,4,80,97,Drizzle,25.7,52,7.9,0.38,Street Light,1,0,Truck,5,44,Side Collision,40,Medium,1
IND-2022-0930,2022-10-02,09:09,9,Sun,10,Hyderabad,Telangana,Ring Road,Wet,12,2,50,52,Clear,24,89,1,0.12,No Light,0,1,Car,1,9,Side Collision,73,High,1
IND-2022-0931,2022-04-30,07:42,7,Sat,4,Pune,Maharashtra,Ring Road,Slippery,8.4,6,40,42,Clear,30.4,49,6.7,0.38,No Light,0,1,Car,4,15,Side Collision,75,Critical,1
IND-2022-0932,2022-07-04,19:45,19,Mon,7,Lucknow,Uttar Pradesh,Urban Road,Dry,11.5,1,100,113,Clear,35.3,48,2.1,0.41,Daylight,0,1,Motorcycle,6,34,Rollover,43,Medium,0
IND-2022-0933,2022-03-07,23:48,23,Mon,3,Indore,Madhya Pradesh,National Highway,Under Construction,9.2,4,120,79,Drizzle,41.9,34,5.2,0.77,Daylight,1,1,Auto Rickshaw,6,23,Multiple Vehicle,60,High,1
IND-2023-0934,2023-06-28,14:33,14,Wed,6,Pune,Maharashtra,Urban Road,Dry,8.1,5,40,50,Clear,23.6,92,0.6,0.71,Daylight,1,0,Truck,5,31,Hit and Run,50,High,1
IND-2023-0935,2023-02-02,08:44,8,Thu,2,Chennai,Tamil Nadu,State Highway,Under Construction,11,4,30,32,Fog,33,34,2.3,0.75,No Light,0,0,Auto Rickshaw,5,9,Head-On Collision,100,Critical,1
IND-2022-0936,2022-10-19,09:36,9,Wed,10,Mumbai,Maharashtra,State Highway,Dry,12.6,4,60,81,Clear,40.2,34,5.8,0.93,Partial Light,0,1,Truck,1,30,Pedestrian Hit,45,Medium,0
IND-2022-0937,2022-04-09,01:55,1,Sat,4,Jaipur,Rajasthan,Urban Road,Dry,4.2,3,40,52,Fog,34.1,41,0.4,0.48,No Light,0,0,Car,6,0,Hit and Run,100,Critical,1
IND-2022-0938,2022-11-26,21:25,21,Sat,11,Mumbai,Maharashtra,State Highway,Dry,10.4,5,40,41,Fog,34.1,73,3.7,0.1,Daylight,0,0,Motorcycle,5,10,Single Vehicle,55,High,1
IND-2023-0939,2023-03-19,07:21,7,Sun,3,Kolkata,West Bengal,Urban Road,Dry,12.8,2,120,125,Clear,27.6,69,8.8,0.9,Daylight,0,1,Car,6,50,Multiple Vehicle,45,Medium,0
IND-2023-0940,2023-10-09,15:45,15,Mon,10,Ahmedabad,Gujarat,Ring Road,Potholed,5.1,5,60,41,Dust Storm,37.2,20,3.2,0.49,No Light,0,0,Car,1,12,Rollover,60,High,1
IND-2022-0941,2022-04-12,09:40,9,Tue,4,Pune,Maharashtra,Expressway,Potholed,8.7,1,60,71,Fog,26.7,22,0.8,0.76,Daylight,0,1,Bicycle,4,30,Hit and Run,95,Critical,1
IND-2023-0942,2023-07-06,15:22,15,Thu,7,Coimbatore,Tamil Nadu,Expressway,Under Construction,7.2,5,40,38,Rain,26.1,84,4.2,0.5,Daylight,1,0,Car,6,7,Pedestrian Hit,40,Medium,0
IND-2022-0943,2022-07-02,16:37,16,Sat,7,Ahmedabad,Gujarat,National Highway,Potholed,9.5,1,60,53,Haze,23.5,41,4.1,0.96,No Light,0,1,Motorcycle,5,22,Single Vehicle,70,High,1
IND-2022-0944,2022-06-16,19:04,19,Thu,6,Pune,Maharashtra,State Highway,Dry,10.1,2,120,114,Clear,40.2,22,1.5,0.37,Dawn/Dusk,1,1,Motorcycle,4,17,Pedestrian Hit,33,Medium,0
IND-2023-0945,2023-08-11,08:53,8,Fri,8,Lucknow,Uttar Pradesh,Urban Road,Wet,6.4,5,50,57,Fog,34,93,5.7,0.55,Street Light,0,1,Motorcycle,3,25,Head-On Collision,70,High,1
IND-2023-0946,2023-10-08,01:10,1,Sun,10,Hyderabad,Telangana,Urban Road,Wet,10.5,5,60,50,Clear,20.2,21,0.5,0.63,No Light,1,0,Car,5,10,Hit and Run,75,Critical,1
IND-2022-0947,2022-02-02,07:52,7,Wed,2,Delhi,Delhi,National Highway,Wet,4.6,2,80,105,Clear,19.5,52,5.5,0.12,Daylight,0,0,Truck,3,33,Rear-End Collision,45,Medium,0
IND-2022-0948,2022-08-31,20:48,20,Wed,8,Kolkata,West Bengal,Rural Road,Dry,4,2,80,70,Fog,15.2,77,2.5,0.99,No Light,0,1,Mixed,3,0,Multiple Vehicle,68,High,1
IND-2022-0949,2022-04-15,20:46,20,Fri,4,Jaipur,Rajasthan,Expressway,Wet,12.4,3,50,45,Rain,29.8,76,2.8,0.19,Street Light,1,1,Car,5,42,Rear-End Collision,53,High,0
IND-2023-0950,2023-11-01,15:25,15,Wed,11,Coimbatore,Tamil Nadu,Urban Road,Dry,13.1,3,30,33,Clear,34.1,26,3.8,0.28,Street Light,1,0,Car,2,17,Rear-End Collision,15,Low,0
IND-2023-0951,2023-11-13,16:11,16,Mon,11,Kolkata,West Bengal,Urban Road,Flooded,9.9,4,40,33,Clear,37.2,34,1.6,0.13,Dawn/Dusk,1,0,Bicycle,3,22,Hit and Run,38,Medium,1
IND-2022-0952,2022-07-05,17:20,17,Tue,7,Patna,Bihar,National Highway,Dry,6.5,3,50,47,Clear,26.8,69,5.1,0.13,Partial Light,1,0,Motorcycle,3,34,Multiple Vehicle,15,Low,0
IND-2022-0953,2022-08-26,08:45,8,Fri,8,Delhi,Delhi,State Highway,Wet,11.3,4,50,59,Rain,39,96,1.8,0.3,Daylight,0,0,Car,1,0,Head-On Collision,68,High,1
IND-2022-0954,2022-08-31,21:37,21,Wed,8,Kanpur,Uttar Pradesh,Urban Road,Wet,10.6,5,120,97,Heavy Rain,31.6,91,7.4,0.68,Dawn/Dusk,1,0,Car,3,45,Side Collision,55,High,1
IND-2022-0955,2022-06-24,12:17,12,Fri,6,Jaipur,Rajasthan,State Highway,Potholed,12.4,1,80,68,Fog,12.3,63,1,0.43,Daylight,1,1,Bus,1,33,Head-On Collision,43,Medium,0
IND-2023-0956,2023-01-10,11:18,11,Tue,1,Hyderabad,Telangana,Urban Road,Dry,6.7,5,100,128,Fog,39.5,35,8.4,0.37,Dawn/Dusk,1,0,Motorcycle,3,37,Pedestrian Hit,50,High,1
IND-2023-0957,2023-09-10,14:56,14,Sun,9,Indore,Madhya Pradesh,State Highway,Wet,9,5,30,30,Clear,12.4,45,8.8,0.48,Street Light,0,1,Car,2,41,Rear-End Collision,25,Medium,0
IND-2023-0958,2023-07-25,04:30,4,Tue,7,Delhi,Delhi,Rural Road,Wet,6.7,3,120,125,Clear,21,35,6.9,0.27,Dawn/Dusk,0,1,Car,4,44,Rollover,70,High,1
IND-2023-0959,2023-06-09,07:08,7,Fri,6,Nagpur,Maharashtra,Urban Road,Under Construction,13.3,5,40,33,Clear,35.7,76,5.1,0.88,Daylight,1,0,Motorcycle,6,24,Pedestrian Hit,40,Medium,0
IND-2023-0960,2023-08-13,18:34,18,Sun,8,Pune,Maharashtra,Urban Road,Potholed,9.8,3,30,32,Clear,34.1,34,7.9,0.62,Daylight,1,0,Bicycle,1,34,Rear-End Collision,30,Medium,0
IND-2023-0961,2023-12-02,06:23,6,Sat,12,Coimbatore,Tamil Nadu,National Highway,Potholed,10,6,80,66,Haze,23.6,85,6.6,0.36,Street Light,1,1,Bus,5,19,Single Vehicle,35,Medium,0
IND-2023-0962,2023-05-18,16:33,16,Thu,5,Nagpur,Maharashtra,Rural Road,Dry,9.2,6,100,68,Clear,12.5,94,2,0.63,Street Light,0,0,Mixed,4,46,Pedestrian Hit,23,Low,0
IND-2023-0963,2023-10-17,09:11,9,Tue,10,Kolkata,West Bengal,Expressway,Under Construction,13.2,4,120,127,Fog,42.4,32,9.7,0.37,Dawn/Dusk,1,0,Mixed,3,50,Multiple Vehicle,70,High,1
IND-2023-0964,2023-10-16,11:53,11,Mon,10,Surat,Gujarat,Urban Road,Dry,13.4,3,120,79,Clear,27.2,88,9.9,0.32,Dawn/Dusk,0,0,Motorcycle,1,17,Side Collision,15,Low,0
IND-2023-0965,2023-04-25,09:01,9,Tue,4,Mumbai,Maharashtra,Urban Road,Dry,9.2,1,80,61,Rain,32,60,3.9,0.84,No Light,1,0,Mixed,6,32,Hit and Run,60,High,1
IND-2022-0966,2022-05-05,11:52,11,Thu,5,Lucknow,Uttar Pradesh,State Highway,Wet,6.1,4,80,56,Clear,14.7,60,4.8,0.62,Daylight,0,0,Mixed,3,7,Hit and Run,25,Medium,0
IND-2022-0967,2022-04-14,17:46,17,Thu,4,Kolkata,West Bengal,Rural Road,Dry,7.5,4,50,38,Drizzle,41.7,87,4.1,0.51,Daylight,0,1,Bicycle,4,13,Head-On Collision,35,Medium,0
IND-2023-0968,2023-08-05,09:41,9,Sat,8,Pune,Maharashtra,Urban Road,Potholed,10.1,3,50,51,Clear,39.5,75,9.8,0.98,Daylight,1,0,Car,1,23,Head-On Collision,40,Medium,0
IND-2023-0969,2023-01-31,15:34,15,Tue,1,Chennai,Tamil Nadu,State Highway,Wet,12.3,2,30,20,Drizzle,33.8,25,4.1,0.36,Daylight,1,1,Truck,6,8,Side Collision,45,Medium,0
IND-2023-0970,2023-10-28,13:21,13,Sat,10,Pune,Maharashtra,National Highway,Flooded,10,6,60,74,Clear,33.9,29,8.2,0.33,Daylight,1,1,Motorcycle,1,6,Rollover,35,Medium,0
IND-2023-0971,2023-10-13,17:06,17,Fri,10,Kolkata,West Bengal,Urban Road,Dry,5,4,30,22,Heavy Rain,27.2,47,0.2,0.6,Partial Light,0,1,Mixed,1,16,Side Collision,60,High,1
IND-2022-0972,2022-09-23,21:32,21,Fri,9,Bangalore,Karnataka,Urban Road,Wet,6.2,6,120,92,Fog,37.9,73,4.2,0.12,Street Light,0,0,Motorcycle,4,25,Side Collision,60,High,1
IND-2022-0973,2022-10-12,18:27,18,Wed,10,Kolkata,West Bengal,Urban Road,Potholed,4.9,4,50,34,Heavy Rain,36.8,88,8.3,0.74,No Light,0,1,Auto Rickshaw,6,29,Pedestrian Hit,85,Critical,1
IND-2023-0974,2023-07-28,08:28,8,Fri,7,Nagpur,Maharashtra,Rural Road,Potholed,9,1,120,141,Dust Storm,43.1,95,2.2,0.85,No Light,1,0,Auto Rickshaw,5,48,Single Vehicle,100,Critical,1
IND-2023-0975,2023-01-03,03:08,3,Tue,1,Ahmedabad,Gujarat,State Highway,Dry,13.4,3,60,36,Dust Storm,10.3,21,2.5,0.33,Dawn/Dusk,0,1,Auto Rickshaw,5,7,Rear-End Collision,68,High,1
IND-2022-0976,2022-06-20,09:45,9,Mon,6,Chennai,Tamil Nadu,Ring Road,Dry,6.3,3,40,52,Dust Storm,22.5,79,7.3,0.65,No Light,0,0,Auto Rickshaw,2,0,Rear-End Collision,70,High,1
IND-2023-0977,2023-12-08,15:35,15,Fri,12,Jaipur,Rajasthan,Rural Road,Dry,13.5,2,120,95,Rain,31.7,98,0.9,0.6,Daylight,0,1,Truck,3,6,Single Vehicle,35,Medium,1
IND-2023-0978,2023-02-04,05:06,5,Sat,2,Hyderabad,Telangana,Expressway,Wet,10.3,2,30,41,Dust Storm,16.5,21,8,0.86,Daylight,0,1,Car,3,44,Head-On Collision,75,Critical,1
IND-2023-0979,2023-09-29,13:08,13,Fri,9,Kolkata,West Bengal,National Highway,Dry,11.7,1,40,25,Clear,25.7,41,5.6,0.11,Dawn/Dusk,1,0,Motorcycle,1,9,Multiple Vehicle,10,Low,0
IND-2023-0980,2023-01-05,15:48,15,Thu,1,Mumbai,Maharashtra,Flyover,Wet,11.9,2,80,68,Clear,14.8,92,5.1,0.15,Daylight,1,0,Bus,1,1,Rollover,20,Low,0
IND-2023-0981,2023-11-02,10:07,10,Thu,11,Kanpur,Uttar Pradesh,National Highway,Dry,3.8,3,30,35,Rain,23.6,38,0.9,0.53,Street Light,1,1,Truck,2,7,Multiple Vehicle,45,Medium,1
IND-2023-0982,2023-07-15,18:05,18,Sat,7,Pune,Maharashtra,Flyover,Wet,13.3,2,40,37,Drizzle,17.9,58,1.6,0.98,Daylight,0,1,Truck,3,50,Side Collision,63,High,0
IND-2022-0983,2022-01-16,06:06,6,Sun,1,Ahmedabad,Gujarat,National Highway,Flooded,7.4,1,100,133,Clear,19.5,77,0.4,0.7,Daylight,0,0,Car,4,11,Multiple Vehicle,65,High,1
IND-2022-0984,2022-05-14,06:06,6,Sat,5,Delhi,Delhi,National Highway,Wet,7.2,4,30,41,Rain,22.1,65,2.8,0.71,No Light,0,0,Motorcycle,5,34,Head-On Collision,100,Critical,1
IND-2022-0985,2022-04-24,17:03,17,Sun,4,Pune,Maharashtra,Ring Road,Wet,6.2,5,60,61,Clear,20,97,7.6,0.46,No Light,1,1,Car,5,26,Side Collision,70,High,1
IND-2023-0986,2023-05-28,13:19,13,Sun,5,Coimbatore,Tamil Nadu,State Highway,Dry,10,5,120,135,Rain,13.8,24,9.8,0.98,Street Light,0,0,Car,4,18,Multiple Vehicle,55,High,1
IND-2023-0987,2023-02-18,17:10,17,Sat,2,Mumbai,Maharashtra,Rural Road,Wet,9.2,5,40,36,Rain,39.2,61,6.3,0.97,No Light,1,1,Bicycle,2,17,Single Vehicle,70,High,1
IND-2023-0988,2023-08-11,12:03,12,Fri,8,Delhi,Delhi,Urban Road,Dry,13,1,30,22,Dust Storm,35.4,38,2.2,1,Daylight,0,0,Motorcycle,1,22,Rear-End Collision,48,Medium,0
IND-2023-0989,2023-07-16,09:40,9,Sun,7,Mumbai,Maharashtra,State Highway,Dry,6.1,4,40,42,Rain,28.2,92,0.2,0.65,Street Light,0,0,Bus,1,7,Head-On Collision,55,High,0
IND-2022-0990,2022-08-29,19:54,19,Mon,8,Delhi,Delhi,Urban Road,Flooded,9.2,6,80,108,Clear,35.1,25,4.7,0.62,No Light,1,1,Motorcycle,4,0,Head-On Collision,70,High,1
IND-2023-0991,2023-07-15,18:05,18,Sat,7,Bhopal,Madhya Pradesh,Flyover,Dry,12.8,6,80,100,Rain,34,51,5.2,0.98,Daylight,0,1,Car,4,7,Head-On Collision,60,High,1
IND-2023-0992,2023-11-10,17:26,17,Fri,11,Bangalore,Karnataka,Urban Road,Potholed,4.2,2,80,109,Fog,16.6,53,9.7,0.38,Daylight,1,0,Car,6,0,Pedestrian Hit,65,High,1
IND-2023-0993,2023-04-03,09:08,9,Mon,4,Hyderabad,Telangana,Ring Road,Wet,4.9,6,100,81,Clear,35.1,32,4.5,0.46,Daylight,0,0,Motorcycle,1,35,Head-On Collision,30,Medium,0
IND-2023-0994,2023-06-10,15:26,15,Sat,6,Ahmedabad,Gujarat,Ring Road,Dry,13,4,60,42,Rain,12.5,53,5.1,0.58,Daylight,0,1,Mixed,6,20,Rollover,30,Medium,0
IND-2022-0995,2022-08-16,11:55,11,Tue,8,Bangalore,Karnataka,Urban Road,Dry,13.4,6,120,125,Clear,13.8,34,7.1,0.23,Daylight,0,1,Motorcycle,6,26,Hit and Run,30,Medium,0
IND-2022-0996,2022-04-28,06:36,6,Thu,4,Coimbatore,Tamil Nadu,National Highway,Wet,4.4,6,60,37,Heavy Rain,28.3,78,5.7,0.18,Daylight,0,0,Truck,1,1,Side Collision,50,High,0
IND-2023-0997,2023-10-05,21:11,21,Thu,10,Surat,Gujarat,Urban Road,Dry,12.9,3,80,93,Rain,25.2,61,7.4,0.11,Street Light,1,1,Truck,2,49,Rear-End Collision,30,Medium,0
IND-2023-0998,2023-03-27,07:35,7,Mon,3,Coimbatore,Tamil Nadu,State Highway,Wet,6.7,2,30,32,Rain,27.5,100,0.3,0.4,Daylight,1,0,Mixed,2,46,Hit and Run,70,High,1
IND-2022-0999,2022-03-27,22:17,22,Sun,3,Vadodara,Gujarat,Urban Road,Dry,7.6,4,100,114,Rain,16.4,77,6.7,0.84,Partial Light,1,1,Auto Rickshaw,1,32,Multiple Vehicle,60,High,1
IND-2023-1000,2023-09-29,12:59,12,Fri,9,Thiruvananthapuram,Kerala,Ring Road,Dry,10.2,3,120,97,Drizzle,39,40,4.8,0.66,Street Light,0,0,Motorcycle,5,3,Multiple Vehicle,30,Medium,0
IND-2023-1001,2023-06-07,08:53,8,Wed,6,Mumbai,Maharashtra,Urban Road,Slippery,7.5,2,50,64,Clear,20.8,73,3.2,0.83,Partial Light,0,0,Car,6,48,Head-On Collision,75,Critical,1
IND-2022-1002,2022-12-31,14:15,14,Sat,12,Bangalore,Karnataka,State Highway,Potholed,9.9,2,100,82,Clear,36.8,32,8.2,0.35,Daylight,0,0,Truck,6,45,Single Vehicle,25,Medium,0
IND-2023-1003,2023-11-16,20:06,20,Thu,11,Mumbai,Maharashtra,State Highway,Dry,9.1,4,120,154,Rain,28.5,55,7.3,0.83,Street Light,1,1,Truck,5,26,Rear-End Collision,50,High,0
IND-2022-1004,2022-07-06,18:31,18,Wed,7,Thiruvananthapuram,Kerala,Expressway,Dry,9.9,5,30,37,Clear,14.1,71,8.7,0.27,Daylight,1,0,Motorcycle,1,19,Rollover,20,Low,0
IND-2022-1005,2024-01-01,19:19,19,Mon,1,Delhi,Delhi,Expressway,Dry,13.1,1,30,41,Haze,29.3,95,6,0.28,Partial Light,0,0,Car,5,38,Pedestrian Hit,60,High,1
IND-2023-1006,2023-05-02,16:06,16,Tue,5,Visakhapatnam,Andhra Pradesh,State Highway,Potholed,7.6,2,120,116,Drizzle,37.3,33,4.3,0.69,Street Light,1,0,Car,6,48,Pedestrian Hit,35,Medium,0
IND-2022-1007,2022-10-19,17:08,17,Wed,10,Pune,Maharashtra,Urban Road,Under Construction,10.9,1,30,33,Drizzle,21.9,63,9.6,0.17,Daylight,1,0,Truck,5,10,Single Vehicle,60,High,1
IND-2023-1008,2023-09-06,19:31,19,Wed,9,Kanpur,Uttar Pradesh,Rural Road,Wet,10.6,5,30,31,Haze,26.4,39,7.8,0.56,Partial Light,1,1,Car,2,12,Single Vehicle,65,High,1
IND-2023-1009,2023-07-03,09:42,9,Mon,7,Kanpur,Uttar Pradesh,State Highway,Dry,11,3,120,82,Clear,20,21,2,0.91,Dawn/Dusk,1,1,Bus,6,46,Rear-End Collision,43,Medium,1
IND-2022-1010,2022-07-18,13:24,13,Mon,7,Bhopal,Madhya Pradesh,National Highway,Under Construction,12.4,3,120,83,Haze,23.5,68,7.9,0.63,Partial Light,1,1,Car,5,22,Rear-End Collision,50,High,1
IND-2023-1011,2023-11-30,08:13,8,Thu,11,Nagpur,Maharashtra,National Highway,Wet,12.3,3,50,57,Fog,13.1,27,9.4,0.95,Daylight,0,1,Motorcycle,6,7,Head-On Collision,90,Critical,1
IND-2022-1012,2022-02-17,23:01,23,Thu,2,Delhi,Delhi,Flyover,Wet,4.9,5,40,33,Dust Storm,13.9,88,7.5,0.29,No Light,1,0,Bicycle,2,36,Rollover,75,Critical,1
IND-2022-1013,2022-04-20,21:39,21,Wed,4,Mumbai,Maharashtra,Urban Road,Under Construction,13.9,6,40,25,Haze,23.2,66,9.1,0.19,No Light,1,1,Truck,6,35,Rollover,60,High,1
IND-2022-1014,2022-08-27,03:35,3,Sat,8,Bhopal,Madhya Pradesh,National Highway,Dry,11.8,1,120,98,Clear,44.8,82,2.7,0.55,Daylight,1,1,Car,5,37,Rollover,28,Medium,0
IND-2022-1015,2022-04-24,17:09,17,Sun,4,Chennai,Tamil Nadu,Rural Road,Flooded,6.2,4,30,21,Clear,27.4,32,7.7,0.63,Partial Light,0,1,Truck,3,23,Side Collision,40,Medium,0
IND-2022-1016,2022-10-27,21:51,21,Thu,10,Bangalore,Karnataka,Rural Road,Slippery,12.2,4,60,58,Rain,13.6,78,0.8,0.13,No Light,0,1,Bus,2,3,Multiple Vehicle,75,Critical,1
IND-2023-1017,2023-10-30,08:11,8,Mon,10,Bangalore,Karnataka,Flyover,Potholed,12.1,3,40,27,Rain,28.6,43,9.8,0.39,Street Light,1,1,Motorcycle,4,18,Side Collision,40,Medium,0
IND-2023-1018,2023-02-08,15:04,15,Wed,2,Chennai,Tamil Nadu,Urban Road,Dry,12.9,6,120,100,Fog,18.8,21,4.3,0.14,Dawn/Dusk,0,0,Motorcycle,4,41,Single Vehicle,50,High,1
IND-2023-1019,2023-12-25,21:59,21,Mon,12,Bhopal,Madhya Pradesh,State Highway,Potholed,12.3,5,60,69,Clear,41.3,75,1.4,0.42,Partial Light,0,1,Bus,6,32,Rear-End Collision,58,High,1
IND-2023-1020,2023-02-07,03:27,3,Tue,2,Kolkata,West Bengal,State Highway,Dry,5.6,4,40,32,Rain,28.4,97,0.4,0.41,Daylight,0,1,Truck,2,30,Single Vehicle,45,Medium,0
IND-2022-1021,2022-01-10,17:13,17,Mon,1,Patna,Bihar,Rural Road,Potholed,12.4,5,60,60,Clear,21.9,52,5.1,0.89,Dawn/Dusk,0,0,Car,2,27,Pedestrian Hit,40,Medium,0
IND-2022-1022,2022-05-14,09:10,9,Sat,5,Bhopal,Madhya Pradesh,State Highway,Dry,8,1,40,39,Rain,26.3,67,0.9,0.2,Daylight,1,0,Mixed,6,31,Multiple Vehicle,45,Medium,1
IND-2022-1023,2022-10-29,21:36,21,Sat,10,Mumbai,Maharashtra,Ring Road,Dry,5.7,2,60,63,Clear,42.9,74,3.9,0.31,Daylight,0,0,Auto Rickshaw,5,0,Side Collision,30,Medium,0
IND-2022-1024,2022-01-15,22:56,22,Sat,1,Kanpur,Uttar Pradesh,Flyover,Dry,12,1,120,79,Clear,12.5,79,0.4,0.48,Street Light,1,0,Truck,1,13,Single Vehicle,25,Medium,0
IND-2022-1025,2022-12-17,21:02,21,Sat,12,Kanpur,Uttar Pradesh,Ring Road,Dry,9.4,4,120,116,Fog,30.2,34,2.9,0.33,Daylight,1,0,Car,4,10,Rear-End Collision,43,Medium,0
IND-2022-1026,2022-11-29,13:57,13,Tue,11,Lucknow,Uttar Pradesh,National Highway,Dry,5.2,4,80,68,Clear,31.2,36,2.3,0.73,Street Light,0,0,Auto Rickshaw,4,44,Side Collision,33,Medium,0
IND-2023-1027,2023-02-01,20:47,20,Wed,2,Pune,Maharashtra,Rural Road,Dry,12.6,5,30,21,Clear,23.8,62,4.3,0.49,No Light,1,1,Auto Rickshaw,2,29,Rollover,20,Low,0
IND-2023-1028,2023-01-18,19:10,19,Wed,1,Ahmedabad,Gujarat,Rural Road,Wet,9.2,6,30,28,Clear,24.4,22,3.8,0.55,Street Light,0,0,Truck,2,2,Rear-End Collision,30,Medium,0
IND-2022-1029,2022-03-21,10:04,10,Mon,3,Delhi,Delhi,Rural Road,Flooded,13.5,2,30,24,Heavy Rain,30.5,42,9.2,0.59,Partial Light,0,0,Car,2,22,Rear-End Collision,60,High,1
IND-2023-1030,2023-01-19,19:48,19,Thu,1,Mumbai,Maharashtra,Expressway,Dry,9.6,5,100,78,Heavy Rain,35.1,24,3.4,0.4,Partial Light,1,0,Car,2,25,Rollover,40,Medium,0
